time_ms,packet_counter,timestamp_ms,imu1_acc_x,imu1_acc_y,imu1_acc_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu2_acc_x,imu2_acc_y,imu2_acc_z,imu2_gyro_x,imu2_gyro_y,imu2_gyro_z,baro1_pressure,baro1_height,baro2_pressure,baro2_height,tank_pressure,tank_temp_top,tank_temp_bottom,tank_temp_feeding,injector_pressure,injector_temp,chamber_pressure,battery_soc,battery_current,battery_voltage,state,gnss_north,gnss_east,gnss_speed,gnss_altitude
138999,1390,138999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,290,290,285,275,4486,380,2015,53,0,1138,3,37627,21063,0,0
139099,1391,139099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,290,290,285,275,4487,381,2015,53,0,1138,3,37627,21062,0,0
139199,1392,139199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,290,290,285,275,4488,381,2014,53,0,1138,3,37627,21061,0,0
139299,1393,139299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,290,290,285,275,4489,381,2013,53,0,1138,3,37627,21060,0,0
139399,1394,139399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,290,290,285,275,4490,381,2013,53,0,1138,3,37628,21059,0,0
139499,1395,139499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,290,290,285,275,4491,381,2012,53,0,1138,3,37628,21058,0,0
139599,1396,139599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,290,290,285,275,4492,382,2011,53,0,1138,3,37628,21057,0,0
139699,1397,139699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,290,290,285,275,4493,382,2011,53,0,1138,3,37628,21056,0,0
139799,1398,139799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,290,290,285,275,4493,382,2010,53,0,1138,3,37628,21055,0,0
139899,1399,139899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,290,290,285,275,4494,382,2009,53,0,1138,3,37628,21054,0,0
139999,1400,139999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,290,290,285,275,4495,382,2009,53,0,1138,3,37629,21053,0,0
140099,1401,140099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,290,290,285,275,4495,383,2008,53,0,1138,3,37629,21052,0,0
140199,1402,140199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,290,290,285,275,4496,383,2007,53,0,1138,3,37629,21051,0,0
140299,1403,140299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,290,290,285,275,4497,383,2007,53,0,1138,3,37629,21050,0,0
140399,1404,140399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,290,290,285,275,4497,383,2006,53,0,1138,3,37629,21049,0,0
140499,1405,140499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,290,290,285,275,4498,383,2005,53,0,1138,3,37629,21048,0,0
140599,1406,140599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,290,290,285,275,4498,383,2005,53,0,1138,3,37629,21047,0,0
140699,1407,140699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,290,290,285,275,4498,384,2004,53,0,1138,3,37629,21046,0,0
140799,1408,140799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,290,290,285,275,4499,384,2003,53,0,1138,3,37629,21045,0,0
140899,1409,140899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,290,290,285,275,4499,384,2003,53,0,1138,3,37629,21044,0,0
140999,1410,140999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,290,290,285,275,4499,384,2002,53,0,1138,3,37629,21043,0,0
141099,1411,141099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,290,290,285,275,4499,384,2001,52,0,1138,3,37629,21042,0,0
141199,1412,141199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,290,290,285,275,4499,385,2001,52,0,1138,3,37629,21041,0,0
141299,1413,141299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,290,290,285,275,4499,385,2000,52,0,1138,3,37629,21040,0,0
141399,1414,141399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,290,290,285,275,4499,385,1999,52,0,1138,3,37629,21039,0,0
141499,1415,141499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,290,290,285,275,4499,385,1999,52,0,1138,3,37629,21038,0,0
141599,1416,141599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,290,290,285,275,4499,385,1998,52,0,1138,3,37629,21037,0,0
141699,1417,141699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,290,290,285,275,4499,385,1997,52,0,1138,3,37629,21036,0,0
141799,1418,141799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,290,290,285,275,4499,386,1997,52,0,1138,3,37629,21035,0,0
141899,1419,141899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,290,290,285,275,4499,386,1996,52,0,1138,3,37629,21034,0,0
141999,1420,141999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,290,290,285,275,4499,386,1995,52,0,1138,3,37629,21033,0,0
142099,1421,142099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,290,290,285,275,4498,386,1995,52,0,1138,3,37629,21032,0,0
142199,1422,142199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,290,290,285,275,4498,386,1994,52,0,1138,3,37629,21031,0,0
142299,1423,142299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,290,290,285,275,4497,386,1993,52,0,1138,3,37629,21030,0,0
142399,1424,142399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,290,290,285,275,4497,387,1993,52,0,1138,3,37629,21029,0,0
142499,1425,142499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,290,290,285,275,4496,387,1992,52,0,1138,3,37629,21028,0,0
142599,1426,142599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,290,290,285,275,4496,387,1991,52,0,1138,3,37629,21027,0,0
142699,1427,142699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,290,290,285,275,4495,387,1991,52,0,1138,3,37629,21026,0,0
142799,1428,142799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,290,290,285,275,4494,387,1990,52,0,1138,3,37628,21025,0,0
142899,1429,142899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,290,290,285,275,4494,387,1989,52,0,1138,3,37628,21024,0,0
142999,1430,142999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,290,290,285,275,4493,388,1989,52,0,1138,3,37628,21023,0,0
143099,1431,143099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,290,290,285,275,4492,388,1988,52,0,1138,3,37628,21022,0,0
143199,1432,143199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,290,290,285,275,4491,388,1987,52,0,1138,3,37628,21021,0,0
143299,1433,143299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,290,290,285,275,4490,388,1987,52,0,1138,3,37628,21020,0,0
143399,1434,143399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,290,290,285,275,4489,388,1986,52,0,1138,3,37627,21019,0,0
143499,1435,143499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,290,290,285,275,4488,388,1985,52,0,1138,3,37627,21018,0,0
143599,1436,143599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,290,290,285,275,4487,389,1985,52,0,1138,3,37627,21017,0,0
143699,1437,143699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,290,290,285,275,4486,389,1984,52,0,1138,3,37627,21016,0,0
143799,1438,143799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,290,290,285,275,4485,389,1983,52,0,1138,3,37627,21015,0,0
143899,1439,143899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,290,290,285,275,4484,389,1983,52,0,1138,3,37626,21014,0,0
143999,1440,143999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,290,290,285,275,4482,389,1982,52,0,1138,3,37626,21014,0,0
144099,1441,144099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,290,290,285,275,4481,389,1981,51,0,1138,3,37626,21013,0,0
144199,1442,144199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,290,290,285,275,4480,389,1981,51,0,1138,3,37626,21012,0,0
144299,1443,144299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,290,290,285,275,4478,390,1980,51,0,1138,3,37625,21011,0,0
144399,1444,144399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,290,290,285,275,4477,390,1979,51,0,1138,3,37625,21010,0,0
144499,1445,144499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,290,290,285,275,4475,390,1979,51,0,1138,3,37625,21009,0,0
144599,1446,144599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,290,290,285,275,4474,390,1978,51,0,1138,3,37624,21008,0,0
144699,1447,144699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,290,290,285,275,4472,390,1977,51,0,1138,3,37624,21007,0,0
144799,1448,144799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,290,290,285,275,4470,390,1977,51,0,1138,3,37624,21006,0,0
144899,1449,144899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,290,290,285,275,4469,391,1976,51,0,1138,3,37623,21005,0,0
144999,1450,144999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,290,290,285,275,4467,391,1976,51,0,1138,3,37623,21004,0,0
145099,1451,145099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,290,290,285,275,4465,391,1975,51,0,1138,3,37623,21003,0,0
145199,1452,145199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,290,290,285,275,4463,391,1974,51,0,1138,3,37622,21002,0,0
145299,1453,145299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,290,290,285,275,4461,391,1974,51,0,1138,3,37622,21001,0,0
145399,1454,145399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,290,290,285,275,4459,391,1973,51,0,1138,3,37621,21000,0,0
145499,1455,145499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,290,290,285,275,4457,391,1972,51,0,1138,3,37621,20999,0,0
145599,1456,145599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,290,290,285,275,4455,391,1972,51,0,1138,3,37621,20998,0,0
145699,1457,145699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,290,290,285,275,4453,392,1971,51,0,1138,3,37620,20998,0,0
145799,1458,145799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,290,290,285,275,4451,392,1970,51,0,1138,3,37620,20997,0,0
145899,1459,145899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,290,290,285,275,4449,392,1970,51,0,1138,3,37619,20996,0,0
145999,1460,145999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,290,290,285,275,4447,392,1969,51,0,1138,3,37619,20995,0,0
146099,1461,146099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,290,290,285,275,4445,392,1968,51,0,1138,3,37619,20994,0,0
146199,1462,146199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,290,290,285,275,4442,392,1968,51,0,1138,3,37618,20993,0,0
146299,1463,146299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,290,290,285,275,4440,392,1967,51,0,1138,3,37618,20992,0,0
146399,1464,146399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,290,290,285,275,4438,393,1967,51,0,1138,3,37617,20991,0,0
146499,1465,146499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,290,290,285,275,4435,393,1966,51,0,1138,3,37617,20990,0,0
146599,1466,146599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,290,290,285,275,4433,393,1965,51,0,1138,3,37616,20990,0,0
146699,1467,146699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,290,290,285,275,4430,393,1965,51,0,1138,3,37616,20989,0,0
146799,1468,146799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,290,290,285,275,4428,393,1964,51,0,1138,3,37615,20988,0,0
146899,1469,146899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,290,290,285,275,4425,393,1963,51,0,1138,3,37615,20987,0,0
146999,1470,146999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,290,290,285,275,4422,393,1963,51,0,1138,3,37614,20986,0,0
147099,1471,147099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,290,290,285,275,4420,393,1962,50,0,1138,3,37614,20985,0,0
147199,1472,147199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,290,290,285,275,4417,394,1962,50,0,1138,3,37613,20984,0,0
147299,1473,147299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,290,290,285,275,4414,394,1961,50,0,1138,3,37612,20984,0,0
147399,1474,147399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,290,290,285,275,4411,394,1960,50,0,1138,3,37612,20983,0,0
147499,1475,147499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,290,290,285,275,4409,394,1960,50,0,1138,3,37611,20982,0,0
147599,1476,147599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,290,290,285,275,4406,394,1959,50,0,1138,3,37611,20981,0,0
147699,1477,147699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,290,290,285,275,4403,394,1959,50,0,1138,3,37610,20980,0,0
147799,1478,147799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,290,290,285,275,4400,394,1958,50,0,1138,3,37610,20980,0,0
147899,1479,147899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,290,290,285,275,4397,394,1957,50,0,1138,3,37609,20979,0,0
147999,1480,147999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,290,290,285,275,4394,394,1957,50,0,1138,3,37608,20978,0,0
148099,1481,148099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,290,290,285,275,4391,395,1956,50,0,1138,3,37608,20977,0,0
148199,1482,148199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,290,290,285,275,4387,395,1956,50,0,1138,3,37607,20976,0,0
148299,1483,148299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,290,290,285,275,4384,395,1955,50,0,1138,3,37606,20976,0,0
148399,1484,148399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,290,290,285,275,4381,395,1954,50,0,1138,3,37606,20975,0,0
148499,1485,148499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,290,290,285,275,4378,395,1954,50,0,1138,3,37605,20974,0,0
148599,1486,148599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,290,290,285,275,4374,395,1953,50,0,1138,3,37604,20973,0,0
148699,1487,148699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,290,290,285,275,4371,395,1953,50,0,1138,3,37604,20973,0,0
148799,1488,148799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,290,290,285,275,4368,395,1952,50,0,1138,3,37603,20972,0,0
148899,1489,148899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,290,290,285,275,4364,395,1951,50,0,1138,3,37602,20971,0,0
148999,1490,148999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,290,290,285,275,4361,395,1951,50,0,1138,3,37602,20970,0,0
149099,1491,149099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,290,290,285,275,4357,396,1950,50,0,1138,3,37601,20970,0,0
149199,1492,149199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,290,290,285,275,4354,396,1950,50,0,1138,3,37600,20969,0,0
149299,1493,149299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,290,290,285,275,4350,396,1949,50,0,1138,3,37600,20968,0,0
149399,1494,149399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,290,290,285,275,4347,396,1948,50,0,1138,3,37599,20968,0,0
149499,1495,149499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,290,290,285,275,4343,396,1948,50,0,1138,3,37598,20967,0,0
149599,1496,149599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,290,290,285,275,4340,396,1947,50,0,1138,3,37598,20966,0,0
149699,1497,149699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,290,290,285,275,4336,396,1947,50,0,1138,3,37597,20966,0,0
149799,1498,149799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,290,290,285,275,4332,396,1946,50,0,1138,3,37596,20965,0,0
149899,1499,149899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,290,290,285,275,4328,396,1946,50,0,1138,3,37595,20964,0,0
149999,1500,149999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,290,290,285,275,4325,396,1945,50,0,1138,3,37595,20964,0,0
150099,1501,150099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,290,290,285,275,4321,396,1945,49,0,1139,3,37594,20963,0,0
150199,1502,150199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,290,290,285,275,4317,397,1944,49,0,1139,3,37593,20962,0,0
150299,1503,150299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,290,290,285,275,4313,397,1943,49,0,1139,3,37592,20962,0,0
150399,1504,150399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,290,290,285,275,4309,397,1943,49,0,1139,3,37591,20961,0,0
150499,1505,150499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,290,290,285,275,4305,397,1942,49,0,1139,3,37591,20960,0,0
150599,1506,150599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,290,290,285,275,4301,397,1942,49,0,1139,3,37590,20960,0,0
150699,1507,150699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,290,290,285,275,4297,397,1941,49,0,1139,3,37589,20959,0,0
150799,1508,150799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,290,290,285,275,4293,397,1941,49,0,1139,3,37588,20959,0,0
150899,1509,150899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,290,290,285,275,4289,397,1940,49,0,1139,3,37587,20958,0,0
150999,1510,150999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,290,290,285,275,4285,397,1940,49,0,1139,3,37587,20957,0,0
151099,1511,151099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,290,290,285,275,4281,397,1939,49,0,1139,3,37586,20957,0,0
151199,1512,151199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,290,290,285,275,4277,397,1939,49,0,1139,3,37585,20956,0,0
151299,1513,151299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,290,290,285,275,4273,397,1938,49,0,1139,3,37584,20956,0,0
151399,1514,151399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,290,290,285,275,4268,397,1938,49,0,1139,3,37583,20955,0,0
151499,1515,151499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,290,290,285,275,4264,398,1937,49,0,1139,3,37582,20955,0,0
151599,1516,151599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,290,290,285,275,4260,398,1936,49,0,1139,3,37582,20954,0,0
151699,1517,151699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,290,290,285,275,4256,398,1936,49,0,1139,3,37581,20954,0,0
151799,1518,151799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,290,290,285,275,4251,398,1935,49,0,1139,3,37580,20953,0,0
151899,1519,151899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,290,290,285,275,4247,398,1935,49,0,1139,3,37579,20953,0,0
151999,1520,151999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,290,290,285,275,4243,398,1934,49,0,1139,3,37578,20952,0,0
152099,1521,152099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,290,290,285,275,4238,398,1934,49,0,1139,3,37577,20952,0,0
152199,1522,152199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,290,290,285,275,4234,398,1933,49,0,1139,3,37576,20951,0,0
152299,1523,152299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,290,290,285,275,4229,398,1933,49,0,1139,3,37575,20951,0,0
152399,1524,152399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,290,290,285,275,4225,398,1932,49,0,1139,3,37575,20950,0,0
152499,1525,152499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,290,290,285,275,4221,398,1932,49,0,1139,3,37574,20950,0,0
152599,1526,152599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,290,290,285,275,4216,398,1931,49,0,1139,3,37573,20949,0,0
152699,1527,152699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,290,290,285,275,4212,398,1931,49,0,1139,3,37572,20949,0,0
152799,1528,152799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,290,290,285,275,4207,398,1930,49,0,1139,3,37571,20949,0,0
152899,1529,152899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,290,290,285,275,4202,398,1930,49,0,1139,3,37570,20948,0,0
152999,1530,152999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,290,290,285,275,4198,398,1930,49,0,1139,3,37569,20948,0,0
153099,1531,153099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,290,290,285,275,4193,399,1929,48,0,1139,3,37568,20947,0,0
153199,1532,153199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,290,290,285,275,4189,399,1929,48,0,1139,3,37567,20947,0,0
153299,1533,153299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,290,290,285,275,4184,399,1928,48,0,1139,3,37566,20947,0,0
153399,1534,153399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,290,290,285,275,4179,399,1928,48,0,1139,3,37565,20946,0,0
153499,1535,153499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,290,290,285,275,4175,399,1927,48,0,1139,3,37565,20946,0,0
153599,1536,153599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,290,290,285,275,4170,399,1927,48,0,1139,3,37564,20945,0,0
153699,1537,153699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,290,290,285,275,4165,399,1926,48,0,1139,3,37563,20945,0,0
153799,1538,153799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,290,290,285,275,4161,399,1926,48,0,1139,3,37562,20945,0,0
153899,1539,153899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,290,290,285,275,4156,399,1925,48,0,1139,3,37561,20945,0,0
153999,1540,153999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,290,290,285,275,4151,399,1925,48,0,1139,3,37560,20944,0,0
154099,1541,154099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,290,290,285,275,4146,399,1924,48,0,1139,3,37559,20944,0,0
154199,1542,154199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,290,290,285,275,4141,399,1924,48,0,1139,3,37558,20944,0,0
154299,1543,154299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,290,290,285,275,4137,399,1924,48,0,1139,3,37557,20943,0,0
154399,1544,154399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,290,290,285,275,4132,399,1923,48,0,1139,3,37556,20943,0,0
154499,1545,154499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,290,290,285,275,4127,399,1923,48,0,1139,3,37555,20943,0,0
154599,1546,154599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,290,290,285,275,4122,399,1922,48,0,1139,3,37554,20943,0,0
154699,1547,154699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,290,290,285,275,4117,399,1922,48,0,1139,3,37553,20942,0,0
154799,1548,154799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,290,290,285,275,4112,399,1921,48,0,1139,3,37552,20942,0,0
154899,1549,154899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,290,290,285,275,4108,399,1921,48,0,1139,3,37551,20942,0,0
154999,1550,154999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,291,291,286,276,4103,399,1921,48,0,1139,3,37550,20942,0,0
155099,1551,155099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,291,291,286,276,4098,399,1920,48,0,1139,3,37549,20941,0,0
155199,1552,155199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,291,291,286,276,4093,399,1920,48,0,1139,3,37548,20941,0,0
155299,1553,155299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,291,291,286,276,4088,399,1919,48,0,1139,3,37547,20941,0,0
155399,1554,155399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,291,291,286,276,4083,399,1919,48,0,1139,3,37546,20941,0,0
155499,1555,155499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,291,291,286,276,4078,399,1919,48,0,1139,3,37545,20941,0,0
155599,1556,155599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,291,291,286,276,4073,399,1918,48,0,1139,3,37544,20941,0,0
155699,1557,155699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,291,291,286,276,4068,399,1918,48,0,1139,3,37543,20940,0,0
155799,1558,155799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,291,291,286,276,4063,399,1917,48,0,1139,3,37542,20940,0,0
155899,1559,155899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,291,291,286,276,4058,399,1917,48,0,1139,3,37541,20940,0,0
155999,1560,155999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,291,291,286,276,4053,399,1917,48,0,1139,3,37540,20940,0,0
